, ,Number of genomes,gene_class
8720,Cluster 8720,2,unique
8721,Cluster 8721,2,unique
8722,Cluster 8722,10,unique
8723,Cluster 8723,5,unique
8724,Cluster 8724,5,unique
8725,Cluster 8725,11,unique
8726,Cluster 8726,22,accessory
8727,Cluster 8727,20,accessory
8728,Cluster 8728,1,unique
8729,Cluster 8729,1,unique
8730,Cluster 8730,1,unique
8731,Cluster 8731,1,unique
8732,Cluster 8732,5,unique
8733,Cluster 8733,8,unique
8734,Cluster 8734,5,unique
8735,Cluster 8735,7,unique
8736,Cluster 8736,26,accessory
8737,Cluster 8737,1,unique
8738,Cluster 8738,2,unique
8739,Cluster 8739,2,unique
8740,Cluster 8740,4,unique
8741,Cluster 8741,26,accessory
8742,Cluster 8742,2,unique
8743,Cluster 8743,1,unique
8744,Cluster 8744,1,unique
8745,Cluster 8745,2,unique
8746,Cluster 8746,1,unique
8747,Cluster 8747,2,unique
8748,Cluster 8748,1,unique
8749,Cluster 8749,63,accessory
8750,Cluster 8750,63,accessory
8751,Cluster 8751,62,accessory
8752,Cluster 8752,63,accessory
8753,Cluster 8753,63,accessory
8754,Cluster 8754,41,accessory
8755,Cluster 8755,45,accessory
8756,Cluster 8756,2,unique
8757,Cluster 8757,2,unique
8758,Cluster 8758,17,accessory
8759,Cluster 8759,63,accessory
8760,Cluster 8760,22,accessory
8761,Cluster 8761,14,accessory
8762,Cluster 8762,15,accessory
8763,Cluster 8763,11,unique
8764,Cluster 8764,24,accessory
8765,Cluster 8765,7,unique
8766,Cluster 8766,3,unique
8767,Cluster 8767,5,unique
8768,Cluster 8768,12,unique
8769,Cluster 8769,1,unique
8770,Cluster 8770,4,unique
8771,Cluster 8771,4,unique
8772,Cluster 8772,2,unique
8773,Cluster 8773,2,unique
8774,Cluster 8774,2,unique
8775,Cluster 8775,1,unique
8776,Cluster 8776,1,unique
8777,Cluster 8777,2,unique
8778,Cluster 8778,3,unique
8779,Cluster 8779,1,unique
8780,Cluster 8780,1,unique
8781,Cluster 8781,1,unique
8782,Cluster 8782,1,unique
8783,Cluster 8783,2,unique
8784,Cluster 8784,1,unique
8785,Cluster 8785,1,unique
8786,Cluster 8786,2,unique
8787,Cluster 8787,1,unique
8788,Cluster 8788,1,unique
8789,Cluster 8789,63,accessory
8790,Cluster 8790,63,accessory
8791,Cluster 8791,63,accessory
8792,Cluster 8792,35,accessory
8793,Cluster 8793,1,unique
8794,Cluster 8794,29,accessory
8795,Cluster 8795,10,unique
8796,Cluster 8796,15,accessory
8797,Cluster 8797,14,accessory
8798,Cluster 8798,13,unique
8799,Cluster 8799,5,unique
8800,Cluster 8800,7,unique
8801,Cluster 8801,5,unique
8802,Cluster 8802,1,unique
8803,Cluster 8803,1,unique
8804,Cluster 8804,3,unique
8805,Cluster 8805,2,unique
8806,Cluster 8806,2,unique
8807,Cluster 8807,1,unique
8808,Cluster 8808,3,unique
8809,Cluster 8809,1,unique
8810,Cluster 8810,1,unique
8811,Cluster 8811,1,unique
8812,Cluster 8812,2,unique
8813,Cluster 8813,1,unique
8814,Cluster 8814,3,unique
8815,Cluster 8815,1,unique
8816,Cluster 8816,1,unique
8817,Cluster 8817,1,unique
8818,Cluster 8818,1,unique
8819,Cluster 8819,1,unique
8820,Cluster 8820,63,accessory
8821,Cluster 8821,63,accessory
8822,Cluster 8822,63,accessory
8823,Cluster 8823,19,accessory
8824,Cluster 8824,63,accessory
8825,Cluster 8825,54,accessory
8826,Cluster 8826,62,accessory
8827,Cluster 8827,63,accessory
8828,Cluster 8828,63,accessory
8829,Cluster 8829,62,accessory
8830,Cluster 8830,3,unique
8831,Cluster 8831,40,accessory
8832,Cluster 8832,1,unique
8833,Cluster 8833,10,unique
8834,Cluster 8834,23,accessory
8835,Cluster 8835,7,unique
8836,Cluster 8836,4,unique
8837,Cluster 8837,4,unique
8838,Cluster 8838,5,unique
8839,Cluster 8839,1,unique
8840,Cluster 8840,3,unique
8841,Cluster 8841,1,unique
8842,Cluster 8842,1,unique
8843,Cluster 8843,1,unique
8844,Cluster 8844,1,unique
8845,Cluster 8845,1,unique
8846,Cluster 8846,1,unique
8847,Cluster 8847,38,accessory
8848,Cluster 8848,62,accessory
8849,Cluster 8849,63,accessory
8850,Cluster 8850,2,unique
8851,Cluster 8851,63,accessory
8852,Cluster 8852,1,unique
8853,Cluster 8853,33,accessory
8854,Cluster 8854,2,unique
8855,Cluster 8855,63,accessory
8856,Cluster 8856,4,unique
8857,Cluster 8857,22,accessory
8858,Cluster 8858,22,accessory
8859,Cluster 8859,18,accessory
8860,Cluster 8860,1,unique
8861,Cluster 8861,22,accessory
8862,Cluster 8862,45,accessory
8863,Cluster 8863,1,unique
8864,Cluster 8864,5,unique
8865,Cluster 8865,4,unique
8866,Cluster 8866,4,unique
8867,Cluster 8867,1,unique
8868,Cluster 8868,2,unique
8869,Cluster 8869,3,unique
8870,Cluster 8870,3,unique
8871,Cluster 8871,1,unique
8872,Cluster 8872,27,accessory
8873,Cluster 8873,1,unique
8874,Cluster 8874,2,unique
8875,Cluster 8875,3,unique
8876,Cluster 8876,2,unique
8877,Cluster 8877,1,unique
8878,Cluster 8878,63,accessory
8879,Cluster 8879,63,accessory
8880,Cluster 8880,63,accessory
8881,Cluster 8881,63,accessory
8882,Cluster 8882,63,accessory
8883,Cluster 8883,63,accessory
8884,Cluster 8884,38,accessory
8885,Cluster 8885,63,accessory
8886,Cluster 8886,63,accessory
8887,Cluster 8887,3,unique
8888,Cluster 8888,56,accessory
8889,Cluster 8889,11,unique
8890,Cluster 8890,5,unique
8891,Cluster 8891,1,unique
8892,Cluster 8892,16,accessory
8893,Cluster 8893,5,unique
8894,Cluster 8894,6,unique
8895,Cluster 8895,1,unique
8896,Cluster 8896,1,unique
8897,Cluster 8897,4,unique
8898,Cluster 8898,1,unique
8899,Cluster 8899,1,unique
8900,Cluster 8900,1,unique
8901,Cluster 8901,5,unique
8902,Cluster 8902,2,unique
8903,Cluster 8903,4,unique
8904,Cluster 8904,1,unique
8905,Cluster 8905,6,unique
8906,Cluster 8906,2,unique
8907,Cluster 8907,1,unique
8908,Cluster 8908,1,unique
8909,Cluster 8909,3,unique
8910,Cluster 8910,3,unique
8911,Cluster 8911,1,unique
8912,Cluster 8912,1,unique
8913,Cluster 8913,2,unique
8914,Cluster 8914,1,unique
8915,Cluster 8915,1,unique
8916,Cluster 8916,1,unique
8917,Cluster 8917,63,accessory
8918,Cluster 8918,8,unique
8919,Cluster 8919,9,unique
8920,Cluster 8920,1,unique
8921,Cluster 8921,20,accessory
8922,Cluster 8922,15,accessory
8923,Cluster 8923,2,unique
8924,Cluster 8924,1,unique
8925,Cluster 8925,1,unique
8926,Cluster 8926,2,unique
8927,Cluster 8927,10,unique
8928,Cluster 8928,5,unique
8929,Cluster 8929,11,unique
8930,Cluster 8930,1,unique
8931,Cluster 8931,1,unique
8932,Cluster 8932,1,unique
8933,Cluster 8933,2,unique
8934,Cluster 8934,2,unique
8935,Cluster 8935,1,unique
8936,Cluster 8936,1,unique
8937,Cluster 8937,3,unique
8938,Cluster 8938,1,unique
8939,Cluster 8939,1,unique
8940,Cluster 8940,1,unique
8941,Cluster 8941,3,unique
8942,Cluster 8942,1,unique
8943,Cluster 8943,63,accessory
8944,Cluster 8944,63,accessory
8945,Cluster 8945,63,accessory
8946,Cluster 8946,63,accessory
8947,Cluster 8947,62,accessory
8948,Cluster 8948,16,accessory
8949,Cluster 8949,63,accessory
8950,Cluster 8950,63,accessory
8951,Cluster 8951,7,unique
8952,Cluster 8952,66,accessory
8953,Cluster 8953,17,accessory
8954,Cluster 8954,50,accessory
8955,Cluster 8955,18,accessory
8956,Cluster 8956,46,accessory
8957,Cluster 8957,10,unique
8958,Cluster 8958,2,unique
8959,Cluster 8959,21,accessory
8960,Cluster 8960,5,unique
8961,Cluster 8961,1,unique
8962,Cluster 8962,1,unique
8963,Cluster 8963,1,unique
8964,Cluster 8964,8,unique
8965,Cluster 8965,1,unique
8966,Cluster 8966,23,accessory
8967,Cluster 8967,4,unique
8968,Cluster 8968,4,unique
8969,Cluster 8969,8,unique
8970,Cluster 8970,2,unique
8971,Cluster 8971,2,unique
8972,Cluster 8972,3,unique
8973,Cluster 8973,4,unique
8974,Cluster 8974,2,unique
8975,Cluster 8975,2,unique
8976,Cluster 8976,6,unique
8977,Cluster 8977,3,unique
8978,Cluster 8978,1,unique
8979,Cluster 8979,3,unique
8980,Cluster 8980,1,unique
8981,Cluster 8981,1,unique
8982,Cluster 8982,1,unique
8983,Cluster 8983,63,accessory
8984,Cluster 8984,63,accessory
8985,Cluster 8985,37,accessory
8986,Cluster 8986,6,unique
8987,Cluster 8987,37,accessory
8988,Cluster 8988,1,unique
8989,Cluster 8989,28,accessory
8990,Cluster 8990,5,unique
8991,Cluster 8991,8,unique
8992,Cluster 8992,1,unique
8993,Cluster 8993,1,unique
8994,Cluster 8994,1,unique
8995,Cluster 8995,11,unique
8996,Cluster 8996,1,unique
8997,Cluster 8997,1,unique
8998,Cluster 8998,3,unique
8999,Cluster 8999,3,unique
9000,Cluster 9000,1,unique
9001,Cluster 9001,5,unique
9002,Cluster 9002,3,unique
9003,Cluster 9003,1,unique
9004,Cluster 9004,1,unique
9005,Cluster 9005,1,unique
9006,Cluster 9006,1,unique
9007,Cluster 9007,1,unique
9008,Cluster 9008,1,unique
9009,Cluster 9009,1,unique
9010,Cluster 9010,1,unique
9011,Cluster 9011,1,unique
9012,Cluster 9012,63,accessory
9013,Cluster 9013,63,accessory
9014,Cluster 9014,63,accessory
9015,Cluster 9015,8,unique
9016,Cluster 9016,63,accessory
9017,Cluster 9017,63,accessory
9018,Cluster 9018,20,accessory
9019,Cluster 9019,59,accessory
9020,Cluster 9020,52,accessory
9021,Cluster 9021,61,accessory
9022,Cluster 9022,61,accessory
9023,Cluster 9023,63,accessory
9024,Cluster 9024,63,accessory
9025,Cluster 9025,3,unique
9026,Cluster 9026,30,accessory
9027,Cluster 9027,29,accessory
9028,Cluster 9028,18,accessory
9029,Cluster 9029,7,unique
9030,Cluster 9030,1,unique
9031,Cluster 9031,6,unique
9032,Cluster 9032,15,accessory
9033,Cluster 9033,10,unique
9034,Cluster 9034,11,unique
9035,Cluster 9035,8,unique
9036,Cluster 9036,40,accessory
9037,Cluster 9037,5,unique
9038,Cluster 9038,5,unique
9039,Cluster 9039,5,unique
9040,Cluster 9040,1,unique
9041,Cluster 9041,2,unique
9042,Cluster 9042,2,unique
9043,Cluster 9043,7,unique
9044,Cluster 9044,28,accessory
9045,Cluster 9045,4,unique
9046,Cluster 9046,2,unique
9047,Cluster 9047,4,unique
9048,Cluster 9048,1,unique
9049,Cluster 9049,1,unique
9050,Cluster 9050,1,unique
9051,Cluster 9051,1,unique
9052,Cluster 9052,1,unique
9053,Cluster 9053,63,accessory
9054,Cluster 9054,61,accessory
9055,Cluster 9055,63,accessory
9056,Cluster 9056,63,accessory
9057,Cluster 9057,24,accessory
9058,Cluster 9058,28,accessory
9059,Cluster 9059,2,unique
9060,Cluster 9060,2,unique
9061,Cluster 9061,2,unique
9062,Cluster 9062,32,accessory
9063,Cluster 9063,2,unique
9064,Cluster 9064,26,accessory
9065,Cluster 9065,1,unique
9066,Cluster 9066,6,unique
9067,Cluster 9067,31,accessory
9068,Cluster 9068,15,accessory
9069,Cluster 9069,2,unique
9070,Cluster 9070,1,unique
9071,Cluster 9071,8,unique
9072,Cluster 9072,1,unique
9073,Cluster 9073,29,accessory
9074,Cluster 9074,1,unique
9075,Cluster 9075,9,unique
9076,Cluster 9076,7,unique
9077,Cluster 9077,1,unique
9078,Cluster 9078,1,unique
9079,Cluster 9079,2,unique
9080,Cluster 9080,4,unique
9081,Cluster 9081,3,unique
9082,Cluster 9082,1,unique
9083,Cluster 9083,2,unique
9084,Cluster 9084,63,accessory
9085,Cluster 9085,59,accessory
9086,Cluster 9086,63,accessory
9087,Cluster 9087,17,accessory
9088,Cluster 9088,63,accessory
9089,Cluster 9089,22,accessory
9090,Cluster 9090,52,accessory
9091,Cluster 9091,32,accessory
9092,Cluster 9092,63,accessory
9093,Cluster 9093,63,accessory
9094,Cluster 9094,63,accessory
9095,Cluster 9095,16,accessory
9096,Cluster 9096,38,accessory
9097,Cluster 9097,20,accessory
9098,Cluster 9098,1,unique
9099,Cluster 9099,2,unique
9100,Cluster 9100,50,accessory
9101,Cluster 9101,1,unique
9102,Cluster 9102,44,accessory
9103,Cluster 9103,10,unique
9104,Cluster 9104,5,unique
9105,Cluster 9105,16,accessory
9106,Cluster 9106,1,unique
9107,Cluster 9107,1,unique
9108,Cluster 9108,26,accessory
9109,Cluster 9109,19,accessory
9110,Cluster 9110,1,unique
9111,Cluster 9111,4,unique
9112,Cluster 9112,2,unique
9113,Cluster 9113,2,unique
9114,Cluster 9114,1,unique
9115,Cluster 9115,2,unique
9116,Cluster 9116,1,unique
9117,Cluster 9117,14,accessory
9118,Cluster 9118,2,unique
9119,Cluster 9119,11,unique
9120,Cluster 9120,1,unique
9121,Cluster 9121,2,unique
9122,Cluster 9122,1,unique
9123,Cluster 9123,2,unique
9124,Cluster 9124,1,unique
9125,Cluster 9125,1,unique
9126,Cluster 9126,4,unique
9127,Cluster 9127,1,unique
9128,Cluster 9128,1,unique
9129,Cluster 9129,1,unique
9130,Cluster 9130,63,accessory
9131,Cluster 9131,63,accessory
9132,Cluster 9132,63,accessory
9133,Cluster 9133,63,accessory
9134,Cluster 9134,63,accessory
9135,Cluster 9135,63,accessory
9136,Cluster 9136,45,accessory
9137,Cluster 9137,63,accessory
9138,Cluster 9138,63,accessory
9139,Cluster 9139,37,accessory
9140,Cluster 9140,63,accessory
9141,Cluster 9141,41,accessory
9142,Cluster 9142,3,unique
9143,Cluster 9143,4,unique
9144,Cluster 9144,24,accessory
9145,Cluster 9145,4,unique
9146,Cluster 9146,25,accessory
9147,Cluster 9147,21,accessory
9148,Cluster 9148,62,accessory
9149,Cluster 9149,5,unique
9150,Cluster 9150,2,unique
9151,Cluster 9151,9,unique
9152,Cluster 9152,2,unique
9153,Cluster 9153,1,unique
9154,Cluster 9154,5,unique
9155,Cluster 9155,16,accessory
9156,Cluster 9156,2,unique
9157,Cluster 9157,2,unique
9158,Cluster 9158,3,unique
9159,Cluster 9159,12,unique
9160,Cluster 9160,2,unique
9161,Cluster 9161,1,unique
9162,Cluster 9162,1,unique
9163,Cluster 9163,3,unique
9164,Cluster 9164,5,unique
9165,Cluster 9165,5,unique
9166,Cluster 9166,1,unique
9167,Cluster 9167,1,unique
9168,Cluster 9168,1,unique
9169,Cluster 9169,1,unique
9170,Cluster 9170,1,unique
9171,Cluster 9171,1,unique
9172,Cluster 9172,13,unique
9173,Cluster 9173,11,unique
9174,Cluster 9174,63,accessory
9175,Cluster 9175,63,accessory
9176,Cluster 9176,63,accessory
9177,Cluster 9177,8,unique
9178,Cluster 9178,29,accessory
9179,Cluster 9179,8,unique
9180,Cluster 9180,26,accessory
9181,Cluster 9181,106,accessory
9182,Cluster 9182,2,unique
9183,Cluster 9183,7,unique
9184,Cluster 9184,16,accessory
9185,Cluster 9185,19,accessory
9186,Cluster 9186,18,accessory
9187,Cluster 9187,5,unique
9188,Cluster 9188,2,unique
9189,Cluster 9189,1,unique
9190,Cluster 9190,1,unique
9191,Cluster 9191,2,unique
9192,Cluster 9192,6,unique
9193,Cluster 9193,29,accessory
9194,Cluster 9194,5,unique
9195,Cluster 9195,1,unique
9196,Cluster 9196,1,unique
9197,Cluster 9197,5,unique
9198,Cluster 9198,1,unique
9199,Cluster 9199,1,unique
9200,Cluster 9200,5,unique
9201,Cluster 9201,5,unique
9202,Cluster 9202,3,unique
9203,Cluster 9203,4,unique
9204,Cluster 9204,2,unique
9205,Cluster 9205,1,unique
9206,Cluster 9206,3,unique
9207,Cluster 9207,3,unique
9208,Cluster 9208,1,unique
9209,Cluster 9209,1,unique
9210,Cluster 9210,2,unique
9211,Cluster 9211,2,unique
9212,Cluster 9212,1,unique
9213,Cluster 9213,2,unique
9214,Cluster 9214,1,unique
9215,Cluster 9215,1,unique
9216,Cluster 9216,2,unique
9217,Cluster 9217,1,unique
9218,Cluster 9218,1,unique
9219,Cluster 9219,1,unique
9220,Cluster 9220,63,accessory
9221,Cluster 9221,63,accessory
9222,Cluster 9222,63,accessory
9223,Cluster 9223,63,accessory
9224,Cluster 9224,63,accessory
9225,Cluster 9225,63,accessory
9226,Cluster 9226,7,unique
9227,Cluster 9227,62,accessory
9228,Cluster 9228,63,accessory
9229,Cluster 9229,48,accessory
9230,Cluster 9230,21,accessory
9231,Cluster 9231,8,unique
9232,Cluster 9232,56,accessory
9233,Cluster 9233,5,unique
9234,Cluster 9234,2,unique
9235,Cluster 9235,15,accessory
9236,Cluster 9236,19,accessory
9237,Cluster 9237,15,accessory
9238,Cluster 9238,15,accessory
9239,Cluster 9239,1,unique
9240,Cluster 9240,1,unique
9241,Cluster 9241,1,unique
9242,Cluster 9242,1,unique
9243,Cluster 9243,11,unique
9244,Cluster 9244,1,unique
9245,Cluster 9245,3,unique
9246,Cluster 9246,5,unique
9247,Cluster 9247,1,unique
9248,Cluster 9248,1,unique
9249,Cluster 9249,2,unique
9250,Cluster 9250,2,unique
9251,Cluster 9251,1,unique
9252,Cluster 9252,4,unique
9253,Cluster 9253,2,unique
9254,Cluster 9254,1,unique
9255,Cluster 9255,1,unique
9256,Cluster 9256,2,unique
9257,Cluster 9257,1,unique
9258,Cluster 9258,2,unique
9259,Cluster 9259,1,unique
9260,Cluster 9260,63,accessory
9261,Cluster 9261,63,accessory
9262,Cluster 9262,63,accessory
9263,Cluster 9263,63,accessory
9264,Cluster 9264,63,accessory
9265,Cluster 9265,8,unique
9266,Cluster 9266,3,unique
9267,Cluster 9267,41,accessory
9268,Cluster 9268,41,accessory
9269,Cluster 9269,168,accessory
9270,Cluster 9270,1,unique
9271,Cluster 9271,2,unique
9272,Cluster 9272,2,unique
9273,Cluster 9273,2,unique
9274,Cluster 9274,4,unique
9275,Cluster 9275,1,unique
9276,Cluster 9276,6,unique
9277,Cluster 9277,1,unique
9278,Cluster 9278,6,unique
9279,Cluster 9279,1,unique
9280,Cluster 9280,5,unique
9281,Cluster 9281,2,unique
9282,Cluster 9282,1,unique
9283,Cluster 9283,1,unique
9284,Cluster 9284,5,unique
9285,Cluster 9285,3,unique
9286,Cluster 9286,1,unique
9287,Cluster 9287,3,unique
9288,Cluster 9288,3,unique
9289,Cluster 9289,1,unique
9290,Cluster 9290,1,unique
9291,Cluster 9291,1,unique
9292,Cluster 9292,63,accessory
9293,Cluster 9293,63,accessory
9294,Cluster 9294,62,accessory
9295,Cluster 9295,17,accessory
9296,Cluster 9296,63,accessory
9297,Cluster 9297,63,accessory
9298,Cluster 9298,47,accessory
9299,Cluster 9299,29,accessory
9300,Cluster 9300,2,unique
9301,Cluster 9301,4,unique
9302,Cluster 9302,12,unique
9303,Cluster 9303,12,unique
9304,Cluster 9304,30,accessory
9305,Cluster 9305,4,unique
9306,Cluster 9306,30,accessory
9307,Cluster 9307,18,accessory
9308,Cluster 9308,22,accessory
9309,Cluster 9309,63,accessory
9310,Cluster 9310,4,unique
9311,Cluster 9311,62,accessory
9312,Cluster 9312,1,unique
9313,Cluster 9313,3,unique
9314,Cluster 9314,5,unique
9315,Cluster 9315,9,unique
9316,Cluster 9316,1,unique
9317,Cluster 9317,4,unique
9318,Cluster 9318,1,unique
9319,Cluster 9319,1,unique
9320,Cluster 9320,1,unique
9321,Cluster 9321,4,unique
9322,Cluster 9322,8,unique
9323,Cluster 9323,1,unique
9324,Cluster 9324,2,unique
9325,Cluster 9325,2,unique
9326,Cluster 9326,1,unique
9327,Cluster 9327,5,unique
9328,Cluster 9328,2,unique
9329,Cluster 9329,1,unique
9330,Cluster 9330,1,unique
9331,Cluster 9331,1,unique
9332,Cluster 9332,1,unique
9333,Cluster 9333,1,unique
9334,Cluster 9334,1,unique
9335,Cluster 9335,1,unique
9336,Cluster 9336,63,accessory
9337,Cluster 9337,11,unique
9338,Cluster 9338,63,accessory
9339,Cluster 9339,63,accessory
9340,Cluster 9340,63,accessory
9341,Cluster 9341,56,accessory
9342,Cluster 9342,63,accessory
9343,Cluster 9343,63,accessory
9344,Cluster 9344,2,unique
9345,Cluster 9345,40,accessory
9346,Cluster 9346,29,accessory
9347,Cluster 9347,2,unique
9348,Cluster 9348,2,unique
9349,Cluster 9349,2,unique
9350,Cluster 9350,6,unique
9351,Cluster 9351,1,unique
9352,Cluster 9352,5,unique
9353,Cluster 9353,18,accessory
9354,Cluster 9354,26,accessory
9355,Cluster 9355,15,accessory
9356,Cluster 9356,25,accessory
9357,Cluster 9357,2,unique
9358,Cluster 9358,1,unique
9359,Cluster 9359,14,accessory
9360,Cluster 9360,27,accessory
9361,Cluster 9361,5,unique
9362,Cluster 9362,11,unique
9363,Cluster 9363,4,unique
9364,Cluster 9364,5,unique
9365,Cluster 9365,1,unique
9366,Cluster 9366,1,unique
9367,Cluster 9367,2,unique
9368,Cluster 9368,5,unique
9369,Cluster 9369,2,unique
9370,Cluster 9370,19,accessory
9371,Cluster 9371,7,unique
9372,Cluster 9372,3,unique
9373,Cluster 9373,1,unique
9374,Cluster 9374,1,unique
9375,Cluster 9375,2,unique
9376,Cluster 9376,1,unique
9377,Cluster 9377,3,unique
9378,Cluster 9378,1,unique
9379,Cluster 9379,1,unique
9380,Cluster 9380,1,unique
9381,Cluster 9381,1,unique
9382,Cluster 9382,1,unique
9383,Cluster 9383,1,unique
9384,Cluster 9384,63,accessory
9385,Cluster 9385,63,accessory
9386,Cluster 9386,63,accessory
9387,Cluster 9387,58,accessory
9388,Cluster 9388,63,accessory
9389,Cluster 9389,165,accessory
9390,Cluster 9390,1,unique
9391,Cluster 9391,63,accessory
9392,Cluster 9392,63,accessory
9393,Cluster 9393,63,accessory
9394,Cluster 9394,34,accessory
9395,Cluster 9395,63,accessory
9396,Cluster 9396,10,unique
9397,Cluster 9397,12,unique
9398,Cluster 9398,33,accessory
9399,Cluster 9399,4,unique
9400,Cluster 9400,1,unique
9401,Cluster 9401,46,accessory
9402,Cluster 9402,13,unique
9403,Cluster 9403,15,accessory
9404,Cluster 9404,1,unique
9405,Cluster 9405,1,unique
9406,Cluster 9406,4,unique
9407,Cluster 9407,5,unique
9408,Cluster 9408,1,unique
9409,Cluster 9409,1,unique
9410,Cluster 9410,1,unique
9411,Cluster 9411,2,unique
9412,Cluster 9412,1,unique
9413,Cluster 9413,1,unique
9414,Cluster 9414,4,unique
9415,Cluster 9415,3,unique
9416,Cluster 9416,1,unique
9417,Cluster 9417,1,unique
9418,Cluster 9418,3,unique
9419,Cluster 9419,2,unique
9420,Cluster 9420,2,unique
9421,Cluster 9421,1,unique
9422,Cluster 9422,1,unique
9423,Cluster 9423,1,unique
9424,Cluster 9424,1,unique
9425,Cluster 9425,1,unique
9426,Cluster 9426,1,unique
9427,Cluster 9427,1,unique
9428,Cluster 9428,62,accessory
9429,Cluster 9429,63,accessory
9430,Cluster 9430,63,accessory
9431,Cluster 9431,63,accessory
9432,Cluster 9432,16,accessory
9433,Cluster 9433,63,accessory
9434,Cluster 9434,63,accessory
9435,Cluster 9435,34,accessory
9436,Cluster 9436,63,accessory
9437,Cluster 9437,63,accessory
9438,Cluster 9438,4,unique
9439,Cluster 9439,26,accessory
9440,Cluster 9440,46,accessory
9441,Cluster 9441,2,unique
9442,Cluster 9442,4,unique
9443,Cluster 9443,1,unique
9444,Cluster 9444,1,unique
9445,Cluster 9445,6,unique
9446,Cluster 9446,3,unique
9447,Cluster 9447,1,unique
9448,Cluster 9448,1,unique
9449,Cluster 9449,1,unique
9450,Cluster 9450,2,unique
